,accuracy,f1
Bengali,0.7297297297297297,0.7238476235968474
Bhojpuri,0.75,0.7324739336492891
Gujarati,0.6961325966850829,0.6676348824786325
Haryanvi,0.7513661202185792,0.750200628510999
Hindi,0.7669376693766937,0.7669222633527234
Kannada,0.7100271002710027,0.6941791565005229
Malayalam,0.7661290322580645,0.7467110154568577
Odia,0.7506849315068493,0.7455198780272907
Punjabi,0.7493188010899182,0.7461506074822567
Tamil,0.7493261455525606,0.7211135090569607
