,accuracy,f1
Bengali,0.7135135135135136,0.7072784810126582
Bhojpuri,0.7470238095238095,0.7305838293697586
Gujarati,0.6961325966850829,0.6761127017178552
Haryanvi,0.7896174863387978,0.7882883221274837
Hindi,0.7289972899728997,0.7288359788359788
Kannada,0.7262872628726287,0.7105657593290102
Malayalam,0.760752688172043,0.7400419287211739
Odia,0.7424657534246575,0.737739252736501
Punjabi,0.776566757493188,0.7742724272427243
Tamil,0.7304582210242587,0.7039578678582827
