,accuracy,f1
Bengali,0.8216216216216217,0.8190628612074331
Bhojpuri,0.7857142857142857,0.765790187042559
Gujarati,0.7955801104972375,0.7756073044060982
Haryanvi,0.8442622950819673,0.8440002691971196
Hindi,0.8157181571815718,0.8153261893546868
Kannada,0.7994579945799458,0.7876539753639418
Malayalam,0.8118279569892473,0.7883064516129032
Odia,0.8356164383561644,0.8317972350230414
Punjabi,0.8201634877384196,0.8186976047904191
Tamil,0.7574123989218329,0.7285365853658536
