,accuracy,f1
Bengali,0.827027027027027,0.8232624791019824
Bhojpuri,0.7886904761904762,0.7711588822699934
Gujarati,0.787292817679558,0.7643288945254703
Haryanvi,0.8469945355191257,0.8469213993367789
Hindi,0.8238482384823849,0.8236617481638324
Kannada,0.7777777777777778,0.7676607899748142
Malayalam,0.8521505376344086,0.8333319756596258
Odia,0.8027397260273973,0.7978088262448453
Punjabi,0.8147138964577657,0.812134899126769
Tamil,0.7897574123989218,0.7587535014005602
