,accuracy,f1
Bengali,0.827027027027027,0.8245458048072078
Bhojpuri,0.8273809523809523,0.8133905316378122
Gujarati,0.8370165745856354,0.8172702617147062
Haryanvi,0.8224043715846995,0.8221055701370662
Hindi,0.8428184281842819,0.8425582627118644
Kannada,0.7886178861788617,0.7795091009376725
Malayalam,0.8198924731182796,0.8022893315247139
Odia,0.8136986301369863,0.8079779662065978
Punjabi,0.8147138964577657,0.8130132470179224
Tamil,0.7331536388140162,0.707434224675604
