,accuracy,f1
Bengali,0.7108108108108108,0.7060679629670876
Bhojpuri,0.75,0.7357600269632625
Gujarati,0.6988950276243094,0.6734771563102537
Haryanvi,0.7431693989071039,0.742677636499626
Hindi,0.7344173441734417,0.7342592592592592
Kannada,0.7344173441734417,0.7187849944008959
Malayalam,0.7553763440860215,0.733312325205814
Odia,0.7616438356164383,0.7558978852939142
Punjabi,0.7574931880108992,0.7536225324915329
Tamil,0.7223719676549866,0.6887102161180217
