,accuracy,f1
Bengali,0.7405405405405405,0.7357142857142858
Bhojpuri,0.7261904761904762,0.7097355769230769
Gujarati,0.6740331491712708,0.6564028314028314
Haryanvi,0.7814207650273224,0.781002243829469
Hindi,0.7046070460704607,0.7043899427462683
Kannada,0.6666666666666666,0.6569828517877522
Malayalam,0.7553763440860215,0.7383096653499177
Odia,0.7698630136986301,0.7627963111963855
Punjabi,0.7302452316076294,0.7251435444704174
Tamil,0.738544474393531,0.711284046692607
