,accuracy,f1
Bengali,0.7324324324324324,0.730016583747927
Bhojpuri,0.7916666666666666,0.778472666993181
Gujarati,0.7154696132596685,0.6822802607473052
Haryanvi,0.7814207650273224,0.7814142379359771
Hindi,0.7696476964769647,0.7694038245219348
Kannada,0.7533875338753387,0.7321073836212055
Malayalam,0.739247311827957,0.7048464275489755
Odia,0.7726027397260274,0.7658466080800117
Punjabi,0.7656675749318801,0.7637574850299401
Tamil,0.692722371967655,0.6533733280881195
