,accuracy,f1
Bengali,0.7216216216216216,0.7174420759962928
Bhojpuri,0.7172619047619048,0.7062693818958139
Gujarati,0.7237569060773481,0.6909153005464481
Haryanvi,0.7568306010928961,0.7566834733893557
Hindi,0.7127371273712737,0.7125661375661376
Kannada,0.6883468834688347,0.6820324149351477
Malayalam,0.7204301075268817,0.6891531415715892
Odia,0.7506849315068493,0.7437608486017357
Punjabi,0.7438692098092643,0.742028595357741
Tamil,0.6900269541778976,0.6524434451803156
